accession,homology_cluster_id,split_group_id,partition,class_label,subgroup,evidence_level,source,source_sequence_id,sequence_sha256
NEG_PF00367_5c1b7686307e8156f13e,EIIB_5c1b7686307e8156,EIIB_5c1b7686307e8156,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,C9A8W3_ENTCA/9-42,318fbc7777f09ff56b1475d98e9ac39036e23cf9b08de2482736750fc2471a17
NEG_PF00367_5c9fc3e25d72417001a1,EIIB_5c9fc3e25d724170,EIIB_5c9fc3e25d724170,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q6CYW7_PECAS/9-42,642330b4a8b1b1d28c4dcb01c53a4435bbd6d8a460d444a44df6679b3bae3286
NEG_PF00367_5cb30a814a5cfef65a79,EIIB_5cb30a814a5cfef6,EIIB_5cb30a814a5cfef6,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,C4L7F9_TOLAT/453-485,adaf185b8495b0acf86e1ac8a00c3f4388d27f52e85a3e2960d9d07920454ada
NEG_PF00367_5cf216b4e4fb5643107a,EIIB_5cf216b4e4fb5643,EIIB_5cf216b4e4fb5643,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,C9A9T3_ENTCA/13-46,4f203a5dd504fc2b0d13e4d58a1a2d1a1b21ba2576aa3ad12076d05835d94578
NEG_PF00367_5d06b99c9ece9235b90f,EIIB_5d06b99c9ece9235,EIIB_5d06b99c9ece9235,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D1ARK5_SEBTE/8-41,64206a52d9cfb6d80abab48c3eb4d4d70711a9ac21244ddd369f04b26b569d83
NEG_PF00367_5d6dec1cd5615be2c162,EIIB_5d6dec1cd5615be2,EIIB_5d6dec1cd5615be2,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,B9DVJ1_STRU0/8-41,940adbb4b0846eb8a722c81420512a07b727fdec75a3ac60abf735546abeadfb
NEG_PF00367_5d7f01b4db2152ffb761,EIIB_5d7f01b4db2152ff,EIIB_5d7f01b4db2152ff,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q9AAQ8_CAUVC/512-545,8b7282098385abedfe2b3f8a1217ba62e0aca3471aff0773d538f94fdae769da
NEG_PF00367_5e09d3e6a7b916965fd1,EIIB_5e09d3e6a7b91696,EIIB_5e09d3e6a7b91696,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,G1UB46_LACAC/8-40,6496b579dded6f1e4a06c808b673c7e714c8dd6300f85efb09205d290e979c63
NEG_PF00367_5e560ed621c6c97e2f80,EIIB_5e560ed621c6c97e,EIIB_5e560ed621c6c97e,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q8E1S1_STRA5/10-43,c3ff6528d7b4a73c4ffc44a982d3c4bd9e65f7c2fe42cf365e95bb2d7dca89c7
NEG_PF00367_6097b30d5407c5130a52,EIIB_6097b30d5407c513,EIIB_6097b30d5407c513,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,PTGCB_BUCBP/405-436,549204ebabbb0956d077d79bcca2351bde82f06838a8a56754ad2366429cc26b
NEG_PF00367_640581a8a1394d86cc2f,EIIB_640581a8a1394d86,EIIB_640581a8a1394d86,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,K8EED8_CARML/11-44,da6dc184f0634c87647da2201215ab0a572f1642793c2d2c339e55ef7941f89a
NEG_PF00367_6415704eb80887d51296,EIIB_6415704eb80887d5,EIIB_6415704eb80887d5,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D1ANW7_SEBTE/507-540,6f09530ec301825a6b06290e13831f32d9453e194180490c20bb6aff09bb43a7
NEG_PF00367_65cf4ab6fd338e3ffa3a,EIIB_65cf4ab6fd338e3f,EIIB_65cf4ab6fd338e3f,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,S5MJY9_9MOLU/16-48,f8ee797f8709daf047042796a8ca723d1dda238c4be65eca06103286dfbbfe9b
NEG_PF00367_65d7d7220758162b2ff0,EIIB_65d7d7220758162b,EIIB_65d7d7220758162b,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,U5L9Z4_9BACI/9-42,766b75dd163cf1379cff6211ca1fce84e9d202add870a20959839b3a80f9fb7b
NEG_PF00367_66c9d5d84f0d71d09ded,EIIB_66c9d5d84f0d71d0,EIIB_66c9d5d84f0d71d0,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,C8XAD6_NAKMY/12-45,c6b01c7e162e10fdc28b72cb31488a7cf3e7adcff2635b5470b08befc7f1378a
NEG_PF00367_6700b384153a31bf4701,EIIB_6700b384153a31bf,EIIB_6700b384153a31bf,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,S5MJV5_9MOLU/13-44,32cc441b5aa5be9b139f4fc655a74d10e01ebaa236b2223310ba0ccff6d3adbb
NEG_PF00367_672dbcce645533f13bdc,EIIB_672dbcce645533f1,EIIB_672dbcce645533f1,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D1AG40_SEBTE/8-41,6323f1d155c7cb9d684e06cb3c97ed480e55e893aa7b17b5321b6e1e53aeb6b8
NEG_PF00367_679af21615ba57856074,EIIB_679af21615ba5785,EIIB_679af21615ba5785,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,U3U5V7_9ENTR/14-45,cc28a25a49456a239e40ccc45edcc8d2ef57dc6df2d9d95eafba9de3ae484395
NEG_PF00367_67e92c29028a8e56e2e0,EIIB_67e92c29028a8e56,EIIB_67e92c29028a8e56,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q6MUA7_MYCMS/483-513,93bdfe8f8a0ab5fb545ca84b2bf9cc6fd14847ee7aa727d21374694836483d26
NEG_PF00367_681bfb15746b9e124498,EIIB_681bfb15746b9e12,EIIB_681bfb15746b9e12,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,M9WGF9_9MOLU/496-528,8fc66076f0f2a3b705ec9a37c4ee8de17f15762035bdadee7cd47daaeba5bbbe
NEG_PF00367_6847f37e46f4338fde3e,EIIB_6847f37e46f4338f,EIIB_6847f37e46f4338f,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q8Y904_LISMO/8-41,2a9f6783877f8ee6b23ef3cb2b00fff4ad2282012032a2f696a93aae6a1992eb
NEG_PF00367_686753812ec2af588a92,EIIB_686753812ec2af58,EIIB_686753812ec2af58,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D3FRN3_ALKPO/9-42,735068bc153330cfc7eb7e026f75dbab6cea0129f9f668bfae35ea4ee19d6f51
NEG_PF00367_68f882a0ecb10edf8692,EIIB_68f882a0ecb10edf,EIIB_68f882a0ecb10edf,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,W6A7J5_9MOLU/182-215,866e19961e6b9bbbf8cfa89d62d47d8d0a7252183fdfc119bac1d7a6b6b8be0e
NEG_PF00367_69354b740fad1ff11d3a,EIIB_69354b740fad1ff1,EIIB_69354b740fad1ff1,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q8DY04_STRA5/9-42,a7b8d5f23e36d7d7d087def113ad3161c571d91179bc9d39c552fe081981e261
NEG_PF00367_6991d60c0f7622963ac9,EIIB_6991d60c0f762296,EIIB_6991d60c0f762296,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,A5HYH0_CLOBH/452-483,cd5e6570905628aead5cabe3e0980f726f7ef9c3d47b32b0eba7098111eb7349
NEG_PF00367_69b56fd516f2770d1232,EIIB_69b56fd516f2770d,EIIB_69b56fd516f2770d,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q9KLT8_VIBCH/8-41,c71f9cb9c52f2ccb488acf4c2bb93c31f45369a80f2a61837347302b9b9c8164
NEG_PF00367_6b324760b887d8ff4bbe,EIIB_6b324760b887d8ff,EIIB_6b324760b887d8ff,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,V5RJV2_SPIAP/519-551,59d710cb85427cb1ec5df1ea67b480cc90acfb90a42c7b02a2d87f415efc5343
NEG_PF00367_6b8a367d8d952d40ceb3,EIIB_6b8a367d8d952d40,EIIB_6b8a367d8d952d40,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,PTXB_ECOLI/74-105,70fc84c3ad02e51749c89509c3bc0f0c7e26b418ebcaf0f0d61720cee8268d3b
NEG_PF00367_6b9a7b49f4c567321f87,EIIB_6b9a7b49f4c56732,EIIB_6b9a7b49f4c56732,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,O51143_BORBU/443-476,9d3adf076175582068cf981af9431fb5229e6764ba6e5ab563688e9924265201
NEG_PF00367_6ba873c16e988ca6c378,EIIB_6ba873c16e988ca6,EIIB_6ba873c16e988ca6,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D1AFQ5_SEBTE/420-453,be66f2335800da1efde6afb04109bf601567cd352db3b9b5f6e710b9a484385a
NEG_PF00367_6d7ab331060ea9af8c4c,EIIB_6d7ab331060ea9af,EIIB_6d7ab331060ea9af,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D1ALC8_SEBTE/9-42,0cf5db69c04fc02b5c530be28a4b4c9c37071949b5c566cfd33da3d01f04f2b6
NEG_PF00367_6d86a469c3fb039c12a2,EIIB_6d86a469c3fb039c,EIIB_6d86a469c3fb039c,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,E6U2K1_ETHHY/472-503,96a056a6f9d443e18b2b8cbf749fd1611e58f2a90de929ccd810fad5b89a24f9
NEG_PF00367_6de6efeea2c0a3963e13,EIIB_6de6efeea2c0a396,EIIB_6de6efeea2c0a396,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D1AMX5_SEBTE/8-41,79b88eed8498a91bc07a5f509c79dfa800d719cf19d5d2aa5acf11ab42ac804f
NEG_PF00367_6e193c08f3c64908bdf0,EIIB_6e193c08f3c64908,EIIB_6e193c08f3c64908,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,C9A501_ENTCA/465-496,d525c488711eddcc478bf21716b101a1191ceaf1d0dc0497c1b52631d8b38752
NEG_PF00367_6e3af8f142f87fae95c3,EIIB_6e3af8f142f87fae,EIIB_6e3af8f142f87fae,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,PTIBC_ECOLI/10-43,c93b54af01fbfa8714d51e2cffad4235af7ccd3537836f39f670f8ac33c9a106
NEG_PF00367_6e60dcc87820fd575951,EIIB_6e60dcc87820fd57,EIIB_6e60dcc87820fd57,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,M1LPG6_9CLOT/9-42,67d09c9d1a28c6b3a0e4469804806f8eb84c1e522e3204788c4843f7d61f4969
NEG_PF00367_6f3214541cc7922e6a06,EIIB_6f3214541cc7922e,EIIB_6f3214541cc7922e,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,A0A0H3MUD1_STRS4/427-460,b39684f4d56c03ad777a8a824d15328bb851832d82d63a4a27df8cc2924d5d06
NEG_PF00367_6f594a5410892895c01f,EIIB_6f594a5410892895,EIIB_6f594a5410892895,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q7N744_PHOLL/423-456,15f3ee4cc65fa42695c65d9cf7a200f1f85933ef379042808e088f85270213e6
NEG_PF00367_7048898e4093fa0cde4f,EIIB_7048898e4093fa0c,EIIB_7048898e4093fa0c,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,F6ABI0_PSEF1/35-68,230d8401bc5475788d1d240bfc40565473da96d04bb718bf772571033112cf8d
NEG_PF00367_706394c8993146971502,EIIB_706394c899314697,EIIB_706394c899314697,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,E3HCX7_ILYPC/8-41,890aba3f39568c662dd9d00eaa36ce2b5f6de8124104dcf6308ced44b782eaab
NEG_PF00367_72dc7b83d8d490c7c6da,EIIB_72dc7b83d8d490c7,EIIB_72dc7b83d8d490c7,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,M1MR97_9CLOT/8-41,cee054392510fb6becf57234c8890194994f2e5a1bcab5c1584568e1ecc1ed3d
NEG_PF00367_731e0fd386680396b120,EIIB_731e0fd386680396,EIIB_731e0fd386680396,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,O51590_BORBU/441-473,bb680fdb22b92e68f98624c7508e9c28f38e4c08553d49951edde55ae6287566
NEG_PF00367_73dc3345903ae233d12a,EIIB_73dc3345903ae233,EIIB_73dc3345903ae233,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,H2FX07_OCESG/420-453,5e6e3be2a5683d552f6dd697dd8a2232970109a4a2338a8ed8303b8e9e2f44c3
NEG_PF00367_749304197b3fbc45e970,EIIB_749304197b3fbc45,EIIB_749304197b3fbc45,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,A0A0H3MXF5_STRS4/9-42,ee64f4c7db66e1f0d251c399fb034b5a5c55797d380359fdf8b59d71972b97f2
NEG_PF00367_755a2ac131931dbc9c9c,EIIB_755a2ac131931dbc,EIIB_755a2ac131931dbc,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q1AV85_RUBXD/423-456,05879b3fd30f37245e0c22fe5107df6710dbbcee64e11845da7f99b1d5f157f4
NEG_PF00367_76493870aa01305c6ac1,EIIB_76493870aa01305c,EIIB_76493870aa01305c,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,S5M078_9MOLU/9-42,a9baff910dc49404187728fe5bac1eaf7ea27530f67db8ff063211652e0c8029
NEG_PF00367_766ee2de5e83744202dc,EIIB_766ee2de5e837442,EIIB_766ee2de5e837442,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q9KTJ2_VIBCH/14-47,e1b9f705858383d08ed6b60e6aa80113282bd39b68a83a0ce927e7a5b67b2d44
NEG_PF00367_77ec0066e50ee3133222,EIIB_77ec0066e50ee313,EIIB_77ec0066e50ee313,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q6D640_PECAS/449-480,43285309b5d32fa850b8666bf5bf5ea74e9677d1e73f36d8aa97c6ebcd072d56
NEG_PF00367_7810be16130a9ed26f1a,EIIB_7810be16130a9ed2,EIIB_7810be16130a9ed2,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,V5RI03_SPIAP/13-45,e55a51b3ce98d6a84c852a3ba8ffd896568e7378392ef23db17b07d70422ae10
NEG_PF00367_792e9b7f9a62e2a05681,EIIB_792e9b7f9a62e2a0,EIIB_792e9b7f9a62e2a0,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,A0A380PKJ6_YERPE/29-62,86a98dbbe0588516647cbdba1282f73868305ac4d75c0d3475817c50c8b2a3ed
NEG_PF00367_795d1b99e3106683873f,EIIB_795d1b99e3106683,EIIB_795d1b99e3106683,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q184T4_CLOD6/9-42,8fb3a95637e6c4adfeaf80fedc99f186ed434a16d9ce3d5a6e7deb2b3f21026b
NEG_PF00367_79df111dc0dbc32e3724,EIIB_79df111dc0dbc32e,EIIB_79df111dc0dbc32e,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,C4LBK8_TOLAT/8-41,32d62009422d7cd6ab5f835a11b57b1db0c99064f222b25905a17656461b24e8
NEG_PF00367_79e6cf0cab9b6b6c3ebf,EIIB_79e6cf0cab9b6b6c,EIIB_79e6cf0cab9b6b6c,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,C9A6R9_ENTCA/8-39,1371dfeab7f53a136a12e584f794ff23d6f62f4f618b6b45f49810bf613cbed3
NEG_PF00367_79efc9b2e78fb042fd04,EIIB_79efc9b2e78fb042,EIIB_79efc9b2e78fb042,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q5WCP0_SHOC1/412-445,d2bf79c21c6324520522c83f1470e57f58c000346e1a154c8c17f3b9dc8169a7
NEG_PF00367_7a39a32111d7c5dc9bd0,EIIB_7a39a32111d7c5dc,EIIB_7a39a32111d7c5dc,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,A5IY33_MYCAP/19-52,b43aa81736464ac9926bea93cf434b38ce7c8c7154997f834ca451c24f685ce6
NEG_PF00367_7cbc7b9aa3b7a629b4a0,EIIB_7cbc7b9aa3b7a629,EIIB_7cbc7b9aa3b7a629,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,D5E577_MYCCM/492-525,0502625c95f97e00b0951278d012a337530dc0f7f1a77ae5977c7689e2166540
NEG_PF00367_7cffe3b5a3cd17625247,EIIB_7cffe3b5a3cd1762,EIIB_7cffe3b5a3cd1762,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q5HLS3_STAEQ/452-484,872e2463bbe523f9b635d2cb894201cc22f8ef049bf81349ea096a327543fcb9
NEG_PF00367_7df40eecd8f473d67f87,EIIB_7df40eecd8f473d6,EIIB_7df40eecd8f473d6,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,F3YAM2_MELPT/417-450,faa8c3c1ce5a8555d82950c18252c456294da03dd1c5721b7b7d6279ae1aa7fa
NEG_PF00367_7df51858a7f1482fd00a,EIIB_7df51858a7f1482f,EIIB_7df51858a7f1482f,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q65MI3_BACLD/9-42,6d86d85adfcd52cf913d743fb5fb788104ef4edd2cd5eea50ea23783291745e8
NEG_PF00367_7f56aca1ea6f843d1f1b,EIIB_7f56aca1ea6f843d,EIIB_7f56aca1ea6f843d,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q184S5_CLOD6/394-427,01469450d3402e5cb2a4db855d2c0875e9b3368e59c4e07381d172a3960cf2f2
NEG_PF00367_800ac8e6031557d60789,EIIB_800ac8e6031557d6,EIIB_800ac8e6031557d6,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,R4K0G1_CLOPA/8-41,43c257699935869bec597dbe91fefbdae7313cbf8108f5eeb726150cf504d28a
NEG_PF00367_800f7b70c7e9988335c4,EIIB_800f7b70c7e99883,EIIB_800f7b70c7e99883,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,E0SEG7_DICD3/10-43,ebed4ab19bfc28c818d4396df9e09edd8bdac7112505266e8427069dac194b2c
NEG_PF00367_807d1afc0c2b95153869,EIIB_807d1afc0c2b9515,EIIB_807d1afc0c2b9515,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,F4LX73_TEPAE/386-419,da5eea7ea2020c2bacc74fb60f14eb57c1c67b58826764a9d6d0b7968a2ae82d
NEG_PF00367_810b5418a8b9135d2dbf,EIIB_810b5418a8b9135d,EIIB_810b5418a8b9135d,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q832L3_ENTFA/9-42,bdec6f86e45924349a2df9b58a59972371a713fd207ef0c67d985894a6b0f866
NEG_PF00367_819fec81415e4645107c,EIIB_819fec81415e4645,EIIB_819fec81415e4645,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q184L8_CLOD6/444-477,644003794c7fd4b0e4f9d07f5f07725b625aa727ecad0b9f2c82ab9fcdbf86b7
NEG_PF00367_824816d7538719879ae4,EIIB_824816d753871987,EIIB_824816d753871987,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,E0SGT1_DICD3/8-41,89895383b5095a07792ed2000d69a1e6710c72c80af463663ef45318158a6066
NEG_PF00367_82a5efa5ec38cb428f25,EIIB_82a5efa5ec38cb42,EIIB_82a5efa5ec38cb42,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,F6FQH0_ISOV2/5-38,195b368c33cb1731647171ee6a19d68a0459fe7746e803b2f172fcdea90b2eff
NEG_PF00367_82c25a491ac744b91b1b,EIIB_82c25a491ac744b9,EIIB_82c25a491ac744b9,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q97JD3_CLOAB/414-447,f8d9b651035be0ce7f6b514c711c063638ecfd123d89de4739d421087ec16f40
NEG_PF00367_82d8527460d0aa21d124,EIIB_82d8527460d0aa21,EIIB_82d8527460d0aa21,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q81HH0_BACCR/3-36,42def1699b3b541f5734805682cdd215351f9bf84458c4b74da2d7b397108c5b
NEG_PF00367_82fe9188e9583630c3c3,EIIB_82fe9188e9583630,EIIB_82fe9188e9583630,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,Q6D2T2_PECAS/13-44,bf1d1938e909e83fd1acba31f7574e1117ed7223a0154a29cc7213323478923b
NEG_PF00367_8311298dd211e8f33371,EIIB_8311298dd211e8f3,EIIB_8311298dd211e8f3,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,S5LWU2_9MOLU/185-218,465f328701237ba14645f913b052c3c9deef9ffbc691896cd2eab8b7a92976ad
NEG_PF00367_834b3effe259fd883068,EIIB_834b3effe259fd88,EIIB_834b3effe259fd88,FINAL_HOLDOUT,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,L0K6D6_HALHC/8-41,d581ca821366d2c4f2e7ab114865b65ffae86d845ae0740f1579fb440f5d9f05
NEG_PF00367_839b117fd02df63f34d0,EIIB_839b117fd02df63f,EIIB_839b117fd02df63f,CALIBRATION,HARD_NEGATIVE,,LITERATURE_EXCLUDED_FALSE_HOMOLOG_FAMILY,Pfam_38.2_PF00367_seed,K8ECZ5_CARML/8-41,0a785afba9cc940a10e983c4d966876d3b9739105bd7d9393bcd446c0b90c912
