sequence_id,midpiwi_region_sha256,split_group_id,curated_pago_clade
WP_016278428.1,f0d3aa3456316a6d5ed89c363ada2799a22376a8f66ad87507d50c531d2a097d,MIDPIWI_beddab0f2d39d935,SHORT
WP_016393046.1,98ed3d55b7ec975fec56742a81f55499a270e5b5e787cb2af26ab455f3590d87,MIDPIWI_8fa8115bc324468c,SHORT
WP_016523204.1,27e606e00e72264fbf8e8e1174cbe2409478fa3a9a07ee06c06471d43b2a048c,MIDPIWI_fe5a60e9872c959f,LONG_B
WP_016733898.1,b62a1943ae9e22eb5728ac0c76d264851097eb95a24ad7fc4324744caf81b9a7,MIDPIWI_9276862dcc2c5ea8,SHORT
WP_016736428.1,642f52b6d9863c89b9ca9832d07a760c2fe555f3ee6fba07e3ec74b695a1305e,MIDPIWI_25da8c473f572c14,SHORT
WP_016804074.1,f2ec24f3d76c141cab99b578f8d2524f52b9913c28756c7a80edb544d18049d5,MIDPIWI_e111ebb0d3aa2cba,LONG_B
WP_016846609.1,6eaeb4b5bea96ec0bf2603feca7866086e6422c03ac0a9d2b2290e85401dccea,MIDPIWI_591c5daee63e0e58,SHORT
WP_016876098.1,d85ec7a46bff69420f942de6acc5443c66980996289bad424a93eae1f60caf27,MIDPIWI_e75dd9075b8313dd,LONG_A
WP_017309810.1,80d312b4a35edcc81bee84e84792ae40d5892a6279d6fff03fc31acc111eeabb,MIDPIWI_d58bf30f1aa2de32,LONG_A
WP_017346485.1,53a089805943e0c5a879f7fc7546d9aece44d15baba48b164f3124f057c28c2a,MIDPIWI_3fb2ae0db8b4dd52,SHORT
WP_017454948.1,012e710125bff4a6bf6e176177f8b3078c2f2f0fae2d257c69e61aa78d412833,MIDPIWI_a7e6dfa461270c45,SHORT
WP_017496420.1,859154d8c36f9ec102da626ddc147253438abe098ad271a8ee88d57285cbb66b,MIDPIWI_a462acdd1d5560da,LONG_B
WP_017747476.1,41f0f67fedf6c750666a14753a2c408ba40be97c7653a482abea1ce42b4622c3,MIDPIWI_cfe01b6304badb38,LONG_B
WP_017748677.1,54417fd325a3b95bc301a2ac4164defb8517dcd0c827c369789564cf23be0934,MIDPIWI_fd0953ad74052ed9,LONG_A
WP_017841076.1,ed6436f287af12aa30622082a667de1150c8189b46b9efbd4d6af1fc724065be,MIDPIWI_c8b05d68ca3111ec,LONG_A
WP_018005263.1,cb2aaa52541c8be76d2a811c8e801aea7e603af982d485d41fd49dd761a96a50,MIDPIWI_065eda7d97120487,SHORT
WP_018016395.1,4d8b82af58c1761b229a43372d7ef90d0003b1d8295cc7a4c5f3fe8ed4d85e22,MIDPIWI_0f5adf7dded57482,SHORT
WP_018045489.1,2fb38296e36dc6a3b00eff4cd54558eb1110860170a506c49aa617f513fd03ab,MIDPIWI_fb06e4caacb764d8,SHORT
WP_018594123.1,281784c31504e1baefd117368510d8fc9c095d796439dc4fe555e43d299d9960,MIDPIWI_d82031b46c01f950,SHORT
WP_019493534.1,85b83a9484841f28ffa9c7070c223544517e21526276ac9a37009dd232fd6519,MIDPIWI_3d03fef40b37cb4f,LONG_A
WP_019494780.1,197f78c5f94bf896503f5e4ad2beacad81272fd1ca1001418588fa83fcc01b92,MIDPIWI_cb094f551c2b1f28,LONG_A
WP_019497030.1,7e6e84f85ff988a42005de0372839229f8864b3e4cc3af713c43246be0d44066,MIDPIWI_173afbfa63a33186,LONG_A
WP_019960614.1,a35721eed6e45696ef4e0694e5458ca2e2ef2c3fc6e4e11f6b1e3ddc3660a33f,MIDPIWI_ba581f8528fc8fcc,SHORT
WP_019977020.1,22f176fe29ae7e2f95fa5fb940aa15cc233ed752c7776c38e417c01797c9498e,MIDPIWI_8bdc9f4293aa9d9e,SHORT
WP_020208903.1,8445e74b247c7b79762064317bb2d0a76b68b3ee8b96643c6e6f44ce445366d4,MIDPIWI_de78cc94b1f0b12a,SHORT
WP_020279644.1,1e1c6752f1279daea75e825ab640d0e59b068422632e9926430e43f4eae6707c,MIDPIWI_29d5731e6721bdfd,LONG_A
WP_021700080.1,c63ea7592341f77ebce0330bbffc0a9bc455452c7dabff2dc6ddbbcc5e28d840,MIDPIWI_8fa8115bc324468c,SHORT
WP_022545095.1,4f818b4e2e4a60bdd4fa6d8e6cbadd9a03d8fd32c0fdf93aba3c20e2e299b892,MIDPIWI_81573ecfda416761,SHORT
WP_022673743.1,61e812d219684858e7a17d10344694fb501f5ef58fd3ca48514e944dd6b1fa31,MIDPIWI_4a144b4e45121391,SHORT
WP_022727543.1,838de847d6f24f99485b89bbd714f7b92c3c27dfee5aecd1c263d5d3f5a9e853,MIDPIWI_147c88985e16d628,SHORT
WP_022787370.1,b608170e5d95e59afa34d36a39f7f76da02f18e325c20d9baa75351c722149b1,MIDPIWI_6470659e2b2a6099,SHORT
WP_022842740.1,0c7e2c059994f43b50f909fb5ec44ce3ab85b95e93833b9d41f925c1ab94172b,MIDPIWI_80b265367ad285c1,SHORT
WP_022949975.1,31a81b9213fe4c406e79dc5d2e47a0a0df9ebfbfa507a8bbfb2c0305a3216996,MIDPIWI_f1cfff7bf1e8f27c,SHORT
WP_023692462.1,8de4811d2b3b9be754c8fd29189f9b7cd939c028f20cc2f0bc5da4cde0a3ba2b,MIDPIWI_dbc3385b257ba8b7,SHORT
WP_023699067.1,54483d75d972de2a76ef62ff99ed710f53f250bc55a2f5f34bb1d13cd943aef5,MIDPIWI_e1d6c49ff7e69236,SHORT
WP_023727137.1,253b245baba46cee48875d32c98a84631a53912a5ba9f63bab64d531e39ba5e6,MIDPIWI_9f17f74089a9e7e0,SHORT
WP_023749875.1,2e6e3f330db5e0f4aa176d901ca3eb8b01f8e6fab87e303fc3c0dbab1cf5ffa4,MIDPIWI_6c8916d1edf8e6c4,SHORT
WP_023755374.1,3956b8b5ea987dd8d4afeef995c6a12ed6ccad22b68c6d687b44d1378db62854,MIDPIWI_94ae32d1bcd8ad51,SHORT
WP_023817613.1,e330c4392d933f0265510cda770237a98e11182a4f3686121dc9ddc9ff738e15,MIDPIWI_29d5731e6721bdfd,LONG_A
WP_023828907.1,e70cdb4f2fac71886627754a0e18fbcf5f346cb5c017b77ddbc2c5490e4514fb,MIDPIWI_6c8916d1edf8e6c4,SHORT
WP_023920034.1,57be6c7b2a8c8a991c835751952972923efb8f93d0d42afcb7b824823e9c858f,MIDPIWI_2d90821c614b1e3d,LONG_B
WP_023924954.1,72b803c3b815836ae0aa82ade1c3965b1e4bcf50d4a9055ee7f259a48921400e,MIDPIWI_5aac3eaa8bfbef61,SHORT
WP_024021728.1,b7ba84aa837dcb3d55e058692d6b2c0bf13bb592eaf2e4e1d69c7a24c6fc47e3,MIDPIWI_0ad414b1213eaf42,SHORT
WP_024125870.1,c2302c026a0c399e9fc0482ec9c2973850e47eabfaa6149c123b734a5283d832,MIDPIWI_c8324321eb0b19ae,LONG_A
WP_024146569.1,58d9b5a2e10bd2f40731bbbdd71fcee4e4e6984666e073eaa285a3de3761d339,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_024740054.1,092f641b4f0dac7b9fee214eabc1868ba76b01cb36d2fccdf4304fce1105169b,MIDPIWI_91ead9830ee7377b,SHORT
WP_024810210.1,88429a52733e6a409268514fa4bd0cd823f6b3310e1868ceff3a117862777b17,MIDPIWI_b344ab0f9f4305bb,SHORT
WP_024873364.1,2176a26d31bef69b005b4cc968e65622897848d91d91a783c356688839a12ecb,MIDPIWI_fe6b635774f00d24,LONG_A
WP_024889333.1,6299852d2736fe0ad28f5641aa41661d3ab6339c881be85913935557b5f6db3e,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_024981710.1,e5d128fa67c2a37b37b62ef83d7adc1e5f5dbda3b8f434824124c11d057b187d,MIDPIWI_22ba286982b58c7e,LONG_B
WP_025091661.1,0b8d0a23884bce5a2de03deedd3470998d9dbaa5432bd15c53fb5f28b6b68395,MIDPIWI_d1a6ce90752f0ff4,SHORT
WP_025200270.1,3acdf33068540b995ba0e7971b56bd1f708cee54e02d7d0654cff132882c975b,MIDPIWI_32357a652fb75c4e,SHORT
WP_025465492.1,a2595c04b9ac568f57c6bb6080b26b3e5bfba325dc56e2ff10f0383f3c95c241,MIDPIWI_e111ebb0d3aa2cba,LONG_B
WP_025493197.1,48c1e640f7483a5859aa3c0bf447782e448101b8f94adf37d38d8f793e0e1019,MIDPIWI_c2d50064b00ae48d,SHORT
WP_025660140.1,9bed518e2633c900c5ebf10469d43173ac69f2b07023e2e34913cdd573d6f8b0,MIDPIWI_6878dcba318a1aad,LONG_B
WP_025665356.1,0026a5f16c8dc85645890968db91de4efe0682d3537fb9c80aa19c11f9d2407a,MIDPIWI_2b340e04015c4ec3,SHORT
WP_026011736.1,70da5373feba59394e4c8c17f829e03cb9b835387ece42794a2abb0fb984008d,MIDPIWI_16f8a17656cc3cea,LONG_A
WP_026108493.1,4f25f3bb1e8d5b212a1583104190e9c8dcc6be69c1e3067b9085b9e2f3fdfe2b,MIDPIWI_5fff8df96dc4bae1,SHORT
WP_026190901.1,644c450bf61a13a8fe8695e858299822b8e86ecc72b3ba972f3fc1e8df9db703,MIDPIWI_58956620f6c1e457,SHORT
WP_026299638.1,fda89bf38b68e5d34f7e783a13f03f849208400d4e12423014b3fdc3bb343658,MIDPIWI_239d87cdd6da15a4,SHORT
WP_026329128.1,a7a98118043f98933ccf1d5b82f46867f21026240531ae2da2b8aa0f532beac4,MIDPIWI_7505253eed46154d,LONG_A
WP_026423302.1,c815a2606c1555243219c30ebc02e41eea409816b56709f24f7766bc73a6881a,MIDPIWI_14310a79dfc93783,SHORT
WP_026448204.1,cb72e205add244d9e11162a06dc6c1f7f9a54f16a27f68f076855d9387ef1038,MIDPIWI_138d268c2a51f984,SHORT
WP_026461319.1,6d79e4775c766f03bb3af4385363916b467046c4a71af8f06c007e94f934b7eb,MIDPIWI_3384b485854baf18,LONG_B
WP_026609465.1,a41e518629253077b9128f01b7e2ff6b69437b3c3bb2db0e2444440af87658a5,MIDPIWI_29d0a95b82d90694,SHORT
WP_026705043.1,6bf333fd15d6e267941b89e4579ee28aca2c40de63f88772974a9540f70735cb,MIDPIWI_74f1a34273fe175b,LONG_B
WP_026751107.1,192a7e642ef2ccd8d582a420e44769e35307bb75efe0757a58385b3f152cd05d,MIDPIWI_c94cfd11427aaf89,LONG_B
WP_026764177.1,591120e204f311aac53bf3643a496deb734e9d4f8ee819038f80022bcf69a563,MIDPIWI_01511af4fbdae408,LONG_B
WP_026782277.1,e79cf987d34ba12f9077150f8fb0772818a683d8140491a3ad8969eac1298c05,MIDPIWI_5ed166cad7bb6cd9,SHORT
WP_026824436.1,a7634460428bfa258f5adef857a0d009168b5965a4d01a49614772d0deac9734,MIDPIWI_2b3ed6ba3e8dea62,LONG_A
WP_026927916.1,2d3b766724719ecdd73acb3a6058e001b75649299c93d8bddbf5e9dcd3e02c77,MIDPIWI_095575ac04155f73,SHORT
WP_026932798.1,67b34dc3cff1c612e2cce2d7e61d5e21174788958ddc90a0f3d3c6db65ed458a,MIDPIWI_ce66ec360ef20f7e,SHORT
WP_027025738.1,787ee08604492531d4717b5c0efb62510086456490cf56b317e72415f34ec5f2,MIDPIWI_e941584f21417dbf,SHORT
WP_027160976.1,55d9e8eea377ad025bf149a9a686619eab5d5304b76100db3b829e800c4ebb5a,MIDPIWI_7ca8f8ac8a6f0b2c,SHORT
WP_027308646.1,3e0c92a81192c3a931129b7a74a6f7d075bbfb8fb2d0bb8414acc4f1e277ef4c,MIDPIWI_f083a291790e8b59,LONG_A
WP_027412346.1,73dfa747c6dfa2eb03755cbaa8039298002e8d40eb8dc83de4af004ba595750c,MIDPIWI_7cbc50443d979804,SHORT
WP_027443719.1,147d5dda1bb44b8570faf92e476fa2986846ebb0c9cfc0684b359e71033f1b5c,MIDPIWI_6252b1efa1b07a1f,SHORT
WP_027844945.1,5134961a703d0ad2b1b2569ae49ce83d3f5f5be22e65da7b25dc4ad3c3fe5166,MIDPIWI_c53c657aa4272876,LONG_A
WP_027853031.1,4fcaae7a417e05b7c093241171d2c04639aeb29242d995872248648eea5d1a96,MIDPIWI_754ddd7eab51cd1f,SHORT
WP_027879788.1,dc7c75ae9d1ebd74acd9900c459793bfae8c7b5985db39504c4adeec0360b356,MIDPIWI_427dd7b1cd2f820c,LONG_B
WP_028031285.1,dd5ea6cf74e98adb8f0e1e815e98b33cd11a92d5bbf429733d4cdd34167fca3e,MIDPIWI_0aa9237ef5f4d242,SHORT
WP_028057924.1,3070f9b877215db403ef379936490bcff81e9afd736d5aace0360359bb6e9b55,MIDPIWI_6e31764575aa3d77,SHORT
WP_028095444.1,f53bf9977fcd5f0a389aca6232f6b775d24aca15d71434d5a4b3e15483ee27dd,MIDPIWI_0eb56b911e1ec74f,SHORT
WP_028223139.1,c38b877a695abd0ecda5502953c40d73f14c56e253f6d6b59cfac6433329a4c3,MIDPIWI_bebb20684ac66b00,SHORT
WP_028306819.1,b27924ec1c0ae5567547aac5a07e80bdb21d036e7d6495a991362d8497d361a7,MIDPIWI_79fc385024d783e0,LONG_B
WP_028343463.1,46f4641caeda9420bc7f9e23cbcb3175b653df661c020ddc8843f9d7f6a228b2,MIDPIWI_399d13ca96076894,SHORT
WP_028359221.1,f5fc237a446c732aedf2530c41df03fd7709cc93691f7ecd20f461d18c5dd456,MIDPIWI_9b9fd5a977f395d6,SHORT
WP_028363061.1,0de6a6e331b24823e358d16b74cf7c526eae804c253a3c15fdf904d7f08cedcb,MIDPIWI_3abadc0b00ab0fd6,SHORT
WP_028663822.1,c1524f1ef815584e8b1846740b4b6af201f4d2454124038bd170072b57c23399,MIDPIWI_cc1a5955eb06ab88,LONG_B
WP_028849835.1,d4d1e33f086168b6fc511cd982f1441f018d91e6e9b11896a98b801d217d0e81,MIDPIWI_41b77454d0cc0f0f,SHORT
WP_028894342.1,f8bee2ddf3100dd4f8dd07d4c2820710225d38b015193642ff9765c3fe20b8f0,MIDPIWI_77998d35a8cdda53,SHORT
WP_028947682.1,7d7ea118d616651111049cb0fb8425a770e1daf25dcb13b454cf19f647160c84,MIDPIWI_c1bf397d90b86bd6,LONG_A
WP_029005632.1,b866eab10ff9df4668b81f1c1056cb3492479826dd235d06fee2d9fb3fa56153,MIDPIWI_94f16e9e849e1d72,SHORT
WP_029134084.1,db868bed769ef803bee7d65d2f8252bf469a3e361b9b0226c5b5c3f3031c8b5b,MIDPIWI_7135b7021d05d9a4,SHORT
WP_029193119.1,d03d9533a3ee13a802ed29768c3f10368c9795b161be326a4aef52fbc3a1609f,MIDPIWI_105569cba2c176c9,SHORT
WP_029585865.1,0406f45feaf2041112d23806e2d0547260a4a7ea787052794f21282d0af772db,MIDPIWI_309844c80b1c514a,SHORT
WP_029630398.1,e25a22421977658f158f7197fa703f9ca6e26bbd17ac982d261f774f17c4faf4,MIDPIWI_17d7a8f28e69699e,LONG_B
WP_030007227.1,5756d0f79319e9fb12a0cc2179c3b6466559efbf611146a7b358ea86910be8a1,MIDPIWI_5bb5da5abdc9590b,LONG_A
WP_030101561.1,753f858c3d9d1649c52c3ce6e3d082f9ecb5da09523e3dbba7d2b71439d28f1f,MIDPIWI_368ea5f2ee22f6c4,LONG_B
WP_030102812.1,c34ef1101ee6986d361c4daa43c9f1621ab3df82d3a537c15d7663c0a6fc8869,MIDPIWI_9b9fd5a977f395d6,SHORT
WP_030421331.1,4ab1277d236fba36efbbbc6a9928bcec399a819606acccd5d7bc0949c7e729fd,MIDPIWI_ab5db1ea92121f6e,SHORT
WP_030443103.1,fefdb84f7da7af4fd1430244449524714c9ae0bfdd236de8620a5d9cded88b62,MIDPIWI_a13be9339e212703,LONG_B
WP_030539671.1,721ea64861825266f2a5253816c909bebe1a2df2b8e963aaa1799ca4b6234457,MIDPIWI_2945461977df4a92,SHORT
WP_031194042.1,9301c7732ad1d15340584cc4f380b1bf6d1e838c723366f655bc56b69e7d4481,MIDPIWI_2851b93add3c6980,LONG_B
WP_031233806.1,fdaa8fd86b70cfcdea9ec2e9336dee1b4542a7db807238324bffbdedbfc00a6f,MIDPIWI_b936b6d409678d70,SHORT
WP_031431803.1,06578c4c591a2578fd4738a6e4717701d79462ad0c3d50b6757951f201f1cbda,MIDPIWI_030a536c9416cef7,SHORT
WP_031431988.1,2803148147d169e9793241de408dc5c5aa6c81ec351a98663c01529b5eff6fbc,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_031452536.1,5ddaf1724ea89d489fa58a0ae68eb354b498471a3ee035cb20d35006be936c8c,MIDPIWI_11b445d833cc64ad,SHORT
WP_031556059.1,028c7170aef7680464e703e24346772f7f5e067b07d6b58d726069ed5845ff01,MIDPIWI_60745a3654ed88f2,SHORT
WP_031656931.1,0774ef00ffc726f2f12489f9f61b2b11ac1a0091de6a6f441fc66365dd9c17fe,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_032135203.1,ca9dde718c987aba26fafa05619cabbe1436c53145cc193e3234ac4a4d362425,MIDPIWI_15f78a9f7a1bcf23,SHORT
WP_032541218.1,64c2d0f8b8d3347fc730545f3a98619ae3a54d48d0fba8554384e95b28c02b40,MIDPIWI_ecb0098d1446c517,SHORT
WP_032939873.1,8235fc1839e2d3a168c84b48e221a8f57f79b37cfa92ce1dddf8e74da40ad59f,MIDPIWI_7055e2ff1ec30081,SHORT
WP_033435353.1,33606c3a8134a7ce22b40fa22954960bd9dd99e8eb6ecbe1583ab517476f07c3,MIDPIWI_e1eba32e065a1a71,LONG_B
WP_033463414.1,8339c24e58bf23805b1c001941e032f5f042964edb0af732eba482366536fa15,MIDPIWI_b335475c72aec239,SHORT
WP_033572516.1,c7fd3c5c757bae3fe02969ed22a43ac9331027f247da914aee0b6d4fdf07257d,MIDPIWI_ecb0098d1446c517,SHORT
WP_033851601.1,898e6cb0f993f4b1ca046f9aea41a9dccf8f2427240d4d85d69ad73e5e91d1a5,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_034345674.1,0fc326418eff854b109f3ecb3400bab9277d612555f9b0a8a9fae664caffe14a,MIDPIWI_2725ac9d9f40adf5,SHORT
WP_034385873.1,9e93a1ab91805e05a6870015f6260a780a04819d9ee5aea2877c668f68503a8d,MIDPIWI_40ea91037396be6b,LONG_A
WP_034404411.1,f9e517157ec2ab804850460a30594604e6514d5efd3df5ec1cdb3410b6f7fa58,MIDPIWI_0d40193e61a3a396,LONG_A
WP_034679766.1,e54dc411c07e9fde597567a56d6468a9fddc3864646a4ad89c3345a3592309d7,MIDPIWI_02406a431cc6cc30,SHORT
WP_034728376.1,2609144da389f4da7e682ee376e696efdeb039c999ae6fd000940ca2d769e8f0,MIDPIWI_6346993704d93107,SHORT
WP_034768861.1,756ca65440c35283133fb94958a0a48aff002ea786aa08c3db55cc725a5e7f6a,MIDPIWI_cebdd809788af22f,SHORT
WP_034806158.1,79ea084f750a2ddd75adbac80ad2286e87cfe64ce72e11e0131d429d449f20aa,MIDPIWI_2b3ed6ba3e8dea62,LONG_A
WP_034824194.1,06ededa2c430da80dcec0242bb65d3921c137272eff3b0ae59200743d2dad890,MIDPIWI_b0458f1f221f9be0,LONG_A
WP_034826052.1,04c2da1288d4c2c88f2d81246d84459341866ffec419ac549728095727d70bae,MIDPIWI_75ca729aa543e200,LONG_B
WP_034870033.1,248fb65d147af0eb198486eae0b31614c277dc4c06c0c8f8ca407a099012fdba,MIDPIWI_02406a431cc6cc30,SHORT
WP_035063661.1,8362240c6c4f684e6002ba90d602ef9ba4031bea65f6eb3c34fcf76574b61cb0,MIDPIWI_16f8a17656cc3cea,LONG_A
WP_035065747.1,9e43bdd9a5d77f6251e22ae1ead34f04894733344ac3b8eb00c7c0e43f89d7d9,MIDPIWI_16f8a17656cc3cea,LONG_A
WP_035133775.1,7c22b5a5570efeef4d56d12e0f10f7809d0b610beb3302eb441ba8f6e06de8b1,MIDPIWI_e8a5711f6065f1bc,LONG_B
WP_035210974.1,42b7be107002c24bfb0f09191bb4e6e55c23caea582556fcad30850b209cc2d7,MIDPIWI_92e142231df80aa7,SHORT
WP_035549539.1,16ccd381d31231af6a179b29416aac2be6f5dea3c14fc940e68151850269d3b3,MIDPIWI_c6fbb9fbd30e3122,SHORT
WP_035619941.1,fa42ed182b9fae50aa62037788dbfaf2e306cae0da9a9b1799d7cf9e9a559c9d,MIDPIWI_5190f7c2ab15a406,LONG_B
WP_035658611.1,39e56e377a30e9290a1283560063ca89a7a3ae605aa94f82f6a52077a90f4a74,MIDPIWI_445972e12d9f5127,LONG_A
WP_036211522.1,d4304df9deb9a697de71fa37cc657a4fbbd4e5a8dcc4ce3809f5f7fd3dd917d2,MIDPIWI_de78cc94b1f0b12a,SHORT
WP_036243660.1,c2c1ff906dd61e11f8e2d3595d8031f83f9ed97716e2a68db5a657e645dac3ec,MIDPIWI_922ba4857e7873f7,LONG_B
WP_036250713.1,d737303023891b86f1ac55fdf2b34e7daf353bd56d9f61f0c3e3f4e3be979e92,MIDPIWI_69c1aca71542e739,LONG_A
WP_036253794.1,541ae87c76bc76dec6d482905b25f371427e432685d81256f9ff1a3e80b8365c,MIDPIWI_ecfb534b0aac58a9,LONG_A
WP_036284033.1,2e3fe4ab44719145a5e7e22d7d0e62ebd698a02119e2116d42c197fd8ea496de,MIDPIWI_08a71e1aa32199f7,SHORT
WP_036294986.1,3664ca7913f5c3f3ba4d592cd249ef6fe3f09639410ef914aad950a2c86e14fa,MIDPIWI_69c1aca71542e739,LONG_A
WP_036488545.1,b72fbb708d8071886aacd6e1428eeda262efd0d57b7675e10c0cedcbc0865606,MIDPIWI_67276f2cf351e658,LONG_A
WP_036632783.1,3d766333bc90befdb5e4e3ff0eddd349b9fa7aea9e9063766da091c57b72a930,MIDPIWI_e9f7b15f43055028,SHORT
WP_036798916.1,b6f6dca1c49c46dd7d467d09fbc2aaa5ed058a1f53c7298d920e52ce36c7eda6,MIDPIWI_d7449478cfaf66a8,LONG_B
WP_036828494.1,3bbd7b6a85529764550084c8ac6cdcd8d5e6b6326f018fbfaaa1963f031683bc,MIDPIWI_a9aee2824b457139,LONG_B
WP_036855842.1,407d58087867e13cb05de514e49611972b6130ccbf810a68d1c23251e686b836,MIDPIWI_5aac3eaa8bfbef61,SHORT
WP_036856560.1,19951553e8a5d5046cc2e0875908415b6d90ec6a8be8a09c9247d6ac7cf86c4a,MIDPIWI_ac2d754c0d192209,SHORT
WP_036883142.1,a223c3f4836ae4fb7e88d81b13252423c74329eeae77e352ad3ada9bb939c9bd,MIDPIWI_f8286ceaa519c22a,SHORT
WP_036958753.1,5c8617ea9afe28ad3b8b02bb804ba9cac4d47e0011c7c91117ecf2f646e5ca93,MIDPIWI_fb96830602857bfe,SHORT
WP_037057030.1,b356f795c2e274ebe57cd8613c9f81212c8680301e0f1cdc576d3021ccc310fa,MIDPIWI_065eda7d97120487,SHORT
WP_037165530.1,b6f33e018b25c5120939feab5c670f8923cc9297fbaf623de11a282e39199b3e,MIDPIWI_3551ab13d87bd357,SHORT
WP_037187053.1,5b1b6fd6485d6ab98d494e452b049757f2d844ee55acce886aa8944dce10607c,MIDPIWI_dbc3385b257ba8b7,SHORT
WP_037474223.1,eee2832d412e534f7197a1d51d5f49bf9ec7ad5f081c0b9667f29eb25c85fd2b,MIDPIWI_929b1b838cb8047f,SHORT
WP_037510712.1,35df1e248fe5a8863813e3c6757cc5df3fe9610c029a3265a674d35a455bd54a,MIDPIWI_929b1b838cb8047f,SHORT
WP_037716572.1,ed1e63f25e0d4bb9133ad588ed97b0a9a7c6bfc07041116557c8cd0e0a4a5e54,MIDPIWI_ab5db1ea92121f6e,SHORT
WP_037994439.1,21c76244deb3cabca8dea94347d52acff8e0b5738f259fc3e52ea37e6463190d,MIDPIWI_382bde9b47781dc0,LONG_A
WP_038030409.1,cf3eca94c65da3faf80f770c2bbd053c98355006c32cd201e6103bd996cdd16e,MIDPIWI_8f62696f35d47c47,LONG_A
WP_038030576.1,8ff2a5649bcaa51d1aa885c185a8b4cb4dc1c16e14dd731b097fd555fdf354b0,MIDPIWI_a7bfe575ea5dc2eb,LONG_A
WP_038044516.1,0f9f6bc2778d4a65d522fe55de21e25e03d7e99c392126d36c46f5daedb39ea8,MIDPIWI_d7011bfae3d5743c,LONG_A
WP_038066338.1,74ff6bc04cc2f7ce5d6a366e385e54bbc29f8374eb9efcb88c8425cc20c28de8,MIDPIWI_40cf45257e222bb7,LONG_A
WP_038205792.1,e5d1a17a0b236a3a010c5cda778506b906cd54da7ff4b21a17fb976cb8fd380a,MIDPIWI_95f9c25e53cd83bc,SHORT
WP_038507007.1,0a85cf71e384dfcf551906f088f03d9d6337b13b1cf02d94d1b229a669bcb9b3,MIDPIWI_427dd7b1cd2f820c,LONG_B
WP_038562081.1,cbe7b9cfd94cc0453d7fe780f4570c3cf68376bf18f43d505cadf8d932efa243,MIDPIWI_4282334ed2c91133,LONG_B
WP_038936587.1,686e5fa02c1736b751f89b10041e198ab5bc19bbd3316b9a4702d81b32f1e351,MIDPIWI_3e63621321edf306,SHORT
WP_038943876.1,4a549ab78f54a92046d56684104a562668bcbbf6b16548bc9e9ea970e042a582,MIDPIWI_dbc3385b257ba8b7,SHORT
WP_039394112.1,36b82b6564a0a6bce843b3c949c6f92a82400d582c6c0c31114d81c9f5135a4e,MIDPIWI_929b1b838cb8047f,SHORT
WP_039442424.1,ec9c4a58d7d9bdfbae4ac789ff6ec75b5175d5203210a245eab3ccf368cda0f2,MIDPIWI_0f4639929da3114c,SHORT
WP_039457454.1,cf3eca94c65da3faf80f770c2bbd053c98355006c32cd201e6103bd996cdd16e,MIDPIWI_8f62696f35d47c47,LONG_A
WP_039925744.1,4fae1ad1d4cfa75b772c81942c2fa635c57b0132320af091fcfe62f13ef42b0d,MIDPIWI_cf5eb17311030937,SHORT
WP_040282634.1,fa32f25cd5a0bdfc62b59363674b0e883fce5627937cb388a3bf48ba0e396ca6,MIDPIWI_8591ee5184712cbe,LONG_B
WP_040311121.1,0b84507b006391246411c6411ba5567ea7148f064ac1b9345f7001ac8ef452e8,MIDPIWI_ba4133f35d70c30f,SHORT
WP_040843044.1,1352fca28f2af1c12d43c2d3e20cc2f9af2def4c18e50da069dd721c8d8c5f52,MIDPIWI_34a0ae60c7e49d2b,SHORT
WP_041081268.1,573cc7fb18466a2d00195428e1056e7ae7a037eba07018b2bb1a0460b157d509,MIDPIWI_d89016830d266993,LONG_A
WP_041339469.1,aa9efa23999eaacefbe73ce2d3385451f0b4ca2a7e8f3d7b1f497de501fe3f7f,MIDPIWI_c02b047324a6ca08,LONG_B
WP_041438497.1,a68e2662db027bfe2ded41cee3530d3408a598f5034f03c5170bdbf3a8532911,MIDPIWI_dd5ae29d2187891c,LONG_A
WP_041440484.1,376c24caad8746a93df9ca80a5c1eeb2d0bf5042aa89c2adc3e0ae74bab686af,MIDPIWI_a99216865b253f0c,LONG_B
WP_041514531.1,ed5da01abd70d4c7b233a49d9a6ed6382adae8973b1621d8e55609ee2d199451,MIDPIWI_69dc7bfe7e87ba94,SHORT
WP_041864519.1,5dc720cbe00451c7a1c4ba5bc393ec895745cdd02b968f434a18f03bf331d05c,MIDPIWI_75cb2607e0318bf2,SHORT
WP_041932423.1,2543041a69ea58254bdc42a7b776e13cf4d4a09fbf4f5196b5df0619ebf4a749,MIDPIWI_9faa5be1ea880d10,LONG_B
WP_041946582.1,f7cb6e1d1e3774d6451f1f513064404a26996798d378818199505f5978273f99,MIDPIWI_1c21314f688d5264,SHORT
WP_042061209.1,5c8318625dec8cf79e85822fd9afa500dc4c1f57b72a9d3933d899b6852fc95e,MIDPIWI_5ed166cad7bb6cd9,SHORT
WP_042087937.1,3af8592331b4bf9d9c5998fc3e225be08ab3c9700b3ac4ef2cc160a0648f8903,MIDPIWI_6b2ea028f6f45820,SHORT
