split_group_id,n_members,members,member_clades,resolved_clades,contains_unresolved,quarantine_anchors,requires_manual_review,group_label,group_status,partition_eligible
MIDPIWI_427dd7b1cd2f820c,11,WP_027879788.1 WP_038507007.1 WP_054724085.1 WP_054851363.1 WP_069674097.1 WP_084176749.1 WP_088696231.1 WP_092208436.1 WP_092447190.1 WP_092468852.1 WP_092580646.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_4282334ed2c91133,1,WP_038562081.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_440ade1f18c023a9,1,WP_013581438.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_445972e12d9f5127,1,WP_035658611.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_447ef97cbaed7360,1,WP_068394128.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_459d39e5409cf9e7,1,WP_052564896.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_467bd33f59fb2e2d,2,WP_096732917.1 WP_102206006.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_469b7f27c1b3b839,1,WP_079685318.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_46fcecc2fa34919b,5,WP_004992799.1 WP_005032630.1 WP_005277191.1 WP_061516783.1 WP_101237571.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_47aac67b81f778e1,1,WP_067714880.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_48c867ab9a54fa37,1,WP_011767947.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_48ea3eaf53821b49,1,WP_004624807.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4a144b4e45121391,2,WP_022673743.1 WP_072559536.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4a43f61a07ed9c4e,1,WP_050002102.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_4af3ea7bdc505b55,1,WP_013078837.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4b9bc5ef27d7d83e,1,WP_053381024.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4bd8de1f12ee01a8,1,WP_062547851.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4bdb1f7d59c5ade4,1,WP_092662338.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4c0cd2b257b8383f,1,WP_057026386.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4c643a227950bbce,1,WP_010289662.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_4c9343115328de1c,1,WP_084326285.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_4d4e01a108301b9e,1,WP_062680197.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4d5891b8b2ad7728,1,WP_084602981.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_4d8a6c8acbb65de8,1,WP_084668949.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_4d9dae1364c1bbfe,1,WP_061048385.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4dce9cdd05535628,1,WP_013561109.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_4dd00ccfddadcc4d,1,WP_050475206.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4e6a4abd75ed3993,1,WP_092684838.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4ebd7931225af5d2,3,WP_011914275.1 WP_076815490.1 WP_102073886.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4edcb51f007d5c8c,1,WP_073409929.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4f15d81e2dca1fe7,1,WP_048090858.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_4f319225148da75b,1,WP_052698403.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_4f335d64effcb73c,1,WP_083829967.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_4f342aa99a10ee38,1,WP_094382636.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_5054d7c38dd2b869,2,WP_009128903.1 WP_044264717.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_50e2d47ae8e66012,2,WP_009184284.1 WP_073099829.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_510a9513470d5a6b,1,WP_093153062.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_51749c8bef1e8558,1,WP_071980016.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_51897e4c0e9dc5c9,1,WP_056240734.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5190f7c2ab15a406,23,WP_006580534.1 WP_009518867.1 WP_024146569.1 WP_024889333.1 WP_031431988.1 WP_031656931.1 WP_033851601.1 WP_035619941.1 WP_045124563.1 WP_045765666.1 WP_046101283.1 WP_047361658.1 WP_049724747.1 WP_050117363.1 WP_058870690.1 WP_060422788.1 WP_060527926.1 WP_062480250.1 WP_063415881.1 WP_086904404.1 WP_087527547.1 WP_088912163.1 WP_092569305.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_5202bed9ebf4d717,2,WP_091979398.1 WP_092996166.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_521e0627b2bc1a6b,1,WP_094530881.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_523aa06074ab9624,1,WP_009826338.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_525babc9bb5ef304,1,WP_063002580.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_528dd1723001dd7b,1,WP_042619123.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5338b482dc017e17,1,WP_083930349.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_537a87680612fe52,1,WP_069438049.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_53a3bd681bba1b98,1,WP_073288094.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_54d1909993056242,1,WP_096462201.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5501a24bf4806936,1,WP_058751935.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_552e61051f9847ef,1,WP_099799291.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_560b16d0c14ec302,1,WP_076626087.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_564ad83a99903a4b,1,WP_015596990.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_56a0eaa58582d1f0,2,WP_051458318.1 WP_051761427.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5704125039cbcdf0,1,WP_015159126.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_5774706f945c1b1a,1,WP_012572468.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_57d7ec7d0e6b36e8,2,WP_061437684.1 WP_101603479.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5854aae093c15443,1,WP_044394679.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_58956620f6c1e457,1,WP_026190901.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_58c58931d1314be6,1,WP_049912037.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_59187778eb45c15a,1,WP_052696789.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_591c5daee63e0e58,1,WP_016846609.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5986a1090783c145,1,WP_056152151.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5a16da5ffa401d92,1,WP_062303332.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_5aac3eaa8bfbef61,3,WP_023924954.1 WP_036855842.1 WP_070666724.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5ac8dac88686e0d7,1,WP_056452252.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5ae83ae5d414c7ba,1,WP_015449155.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5b099aafe5d61fb8,1,WP_016205751.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_5bb5da5abdc9590b,1,WP_030007227.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_5d2c6e1047736d94,1,WP_015195532.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_5d96662524790b14,1,WP_078814669.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5dc06f89f5dc993b,1,WP_061307001.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_5e3486b4236082ee,1,WP_012486311.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5ed166cad7bb6cd9,2,WP_026782277.1 WP_042061209.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5efb57af2187cbf4,1,WP_079731543.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5f332bd2e619c882,1,WP_064683282.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_5fecd0000ece654f,1,WP_066219549.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_5fff8df96dc4bae1,2,WP_026108493.1 WP_055808193.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_603c479fea8b23fb,4,WP_004328663.1 WP_083871010.1 WP_099290241.1 WP_100788469.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6059c63417b186db,1,WP_066624034.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_60745a3654ed88f2,1,WP_031556059.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_60ea53da95a982b9,1,WP_012660077.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_61cd1371a88d7e5c,2,WP_062436241.1 WP_065715042.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_622fa5c13b531105,1,WP_091870084.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_623815c1b8e2657f,1,WP_086549030.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_6252b1efa1b07a1f,5,WP_027443719.1 WP_054725864.1 WP_066514271.1 WP_072598063.1 WP_088712621.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_62bda6f582a9516c,1,WP_044518241.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_6346993704d93107,1,WP_034728376.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6353cc1cee26b953,1,WP_093039140.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_640602d684686aa0,2,WP_062769735.1 WP_100239904.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_643fb52f2620b7c7,1,WP_057482736.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6444dd7421260147,1,WP_012222259.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_645ab43e22e7e138,1,WP_075054206.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_6470659e2b2a6099,1,WP_022787370.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_649bb6c3f2eb505b,1,WP_080523304.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_65a5e9c182ab390d,2,WP_079083882.1 WP_099966378.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_6601d2f9039aec19,1,WP_089318527.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6603f4e070af26fa,1,WP_015898277.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_665fc65b6a6624bf,1,WP_068818384.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6671a8089d7b8d1c,1,WP_085936214.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_67276f2cf351e658,1,WP_036488545.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_6797810d355566b9,3,WP_002993156.1 WP_054407042.1 WP_099372365.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_67c179707788d6a9,1,WP_099084822.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6878dcba318a1aad,1,WP_025660140.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_68a1134bf41a4077,1,WP_093163280.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_68d7a16dec50b7e1,1,WP_071455425.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_69476944a744ba0d,2,WP_062618762.1 WP_072349419.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_69c1aca71542e739,2,WP_036250713.1 WP_036294986.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_69dc7bfe7e87ba94,1,WP_041514531.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6a14d48ece6e6745,1,WP_078792595.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6a217a83ffa8c0a2,1,WP_077067832.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_6ab5e631c275c49f,1,WP_054163257.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_6ad1bf875c6944c9,2,WP_053299209.1 WP_064801520.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6b2ea028f6f45820,1,WP_042087937.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6b37ab234db9db8d,1,WP_085354659.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6b5028aff42eecf6,1,WP_007412615.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6b887d23967e0eac,1,WP_091516915.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6bdd95e059c8a853,1,WP_010870838.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_6c8916d1edf8e6c4,2,WP_023749875.1 WP_023828907.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6ca2f80deae677c2,1,WP_063059159.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_6d0b1ed5485111b0,3,WP_007013852.1 WP_082819762.1 WP_095387428.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6dad7f087375b4e1,1,WP_066664216.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6e1820f2c37c7771,1,WP_090979254.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_6e2471e80d33de28,1,WP_013300248.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6e31764575aa3d77,1,WP_028057924.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6ea06b5d4a49227b,1,WP_096683444.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6ef183bd794f8c06,2,WP_013637055.1 WP_095447451.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_6f1393fbf2c2746c,1,WP_054211399.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_702bc727f3673e67,3,WP_045126888.1 WP_064102502.1 WP_099746951.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_7055e2ff1ec30081,1,WP_032939873.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_708060c79824f874,1,WP_015213401.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_7135b7021d05d9a4,1,WP_029134084.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_714303bdcef54a4a,1,WP_096391836.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_71506bfe7deef259,1,WP_090072729.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_721cdd3913e1a55d,1,WP_074487308.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_725a2d945ee5ecdb,1,WP_051050569.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_72cbd79254aff00b,1,WP_065998850.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_732eb3deb86d3cc8,1,WP_092910137.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_73ad3bcaefd2f770,1,WP_043351599.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_73fa1955a33bf315,1,WP_012473796.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_74080913622e8e13,1,WP_098075782.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_744578de4eaec6dc,1,WP_100483095.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_745d60f2beb62f23,1,WP_085474560.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_746ab0673b366349,1,WP_015150617.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_74f1a34273fe175b,1,WP_026705043.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_7505253eed46154d,1,WP_026329128.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_752f068ab8d3b903,1,WP_101944481.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_754ddd7eab51cd1f,1,WP_027853031.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_75ca729aa543e200,2,WP_013300197.1 WP_034826052.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_75cb2607e0318bf2,1,WP_041864519.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_75d11d12411a098c,1,WP_094264667.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_76202a0c74eda382,2,WP_049982463.1 WP_097007364.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_7644c853c08c59d3,1,WP_044549173.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_76d4e0ea503bb852,1,WP_007044032.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_774952a8cfa87633,1,WP_082839051.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_77504aa215f75e46,1,WP_090828644.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_77998d35a8cdda53,1,WP_028894342.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_78292413d8d9eeda,1,WP_100402176.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_78b5ff0f2fa15ef5,2,WP_056025367.1 WP_058745239.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_78d33713b1a920b2,3,WP_005801097.1 WP_051642935.1 WP_057280934.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_7913b6b5505e5b16,1,WP_062341845.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_79fc385024d783e0,1,WP_028306819.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_7bdbad165ec29492,2,WP_009486613.1 WP_012659190.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_7ca8f8ac8a6f0b2c,3,WP_027160976.1 WP_047564308.1 WP_067325603.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_7cbc50443d979804,2,WP_027412346.1 WP_072766083.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_7d18ce0cafd9f4e3,1,WP_058998822.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_7d460934c20d682e,1,WP_100228132.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_7e06ebfb8b50fda4,1,WP_084238347.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_7e914b8eadcfc50b,1,WP_055075777.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_7f1c8c74a3d22083,1,WP_069211835.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_7f73b5d4e26e131b,1,WP_091823002.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_7f9fbfe6fa686a4b,1,WP_100217698.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_7feec70ffe64da27,1,WP_093007728.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_808317a81961cb60,1,WP_045834967.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_80b265367ad285c1,1,WP_022842740.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_814a76c4861dd39b,2,WP_008504757.1 WP_074487304.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_81573ecfda416761,1,WP_022545095.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_825d491f4e8594a7,1,WP_055276084.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_82b08cff421af525,1,WP_083842423.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_82d9a93b3b49fcb0,2,WP_011244830.1 WP_011378069.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_82fae1a13db47cd6,2,WP_086833853.1 WP_096581191.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_850252f2bd7e958a,2,WP_061247661.1 WP_061254329.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_853a45118a1ccaa7,1,WP_084316793.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_853afa4b115bfdc0,1,WP_082905585.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_8591ee5184712cbe,1,WP_040282634.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_85ca90befcc02057,1,WP_073035635.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_85e49c74f37c567e,1,WP_052287949.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_861fa912d4e302c4,1,WP_064835081.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8655e74f6a2f3186,1,WP_076523956.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_87b53b5863d598b6,1,WP_011238781.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_8815a1c1cc6adc11,1,WP_011011654.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_8957bd1e2b14e084,1,WP_009507643.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_896a60d3c78d5e99,1,WP_045057111.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8a356baafb176bca,1,WP_013324485.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_8ae4db7575fe9f9c,1,WP_100787857.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_8bab77dddbd5f0f2,1,WP_077292091.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8bd5dfb83e2f7f2c,1,WP_090634261.1,LONG_B,LONG_B,False,,False,SINGLE_LONG_B,OK,True
MIDPIWI_8bdc9f4293aa9d9e,1,WP_019977020.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8c30c1b681a0f928,1,WP_091471580.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8cd71f8bb8b3007d,1,WP_072761037.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_8cdc2a687ab38e68,1,WP_081147617.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8d25372a986457d2,1,WP_075061402.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8ee4961bcdb51ccf,1,WP_069293923.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_8f275c1301f730d1,1,WP_098063474.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8f2faa7ea80870fd,1,WP_011951052.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_8f62696f35d47c47,5,WP_008631444.1 WP_014511275.1 WP_038030409.1 WP_039457454.1 YP_145307.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
MIDPIWI_8fa8115bc324468c,5,WP_016263567.1 WP_016393046.1 WP_021700080.1 WP_042571951.1 WP_096078421.1,SHORT,SHORT,False,,False,SINGLE_SHORT,OK,True
MIDPIWI_91e8363d7e1d0391,1,WP_006183335.1,LONG_A,LONG_A,False,,False,SINGLE_LONG_A,OK,True
